date,feature_index,NO2
2021-06-11T00:00:00.000Z,0,3.304390429548221E-5
2021-06-08T00:00:00.000Z,0,3.1528048566542566E-5
2021-06-10T00:00:00.000Z,0,2.553074455136084E-5
2021-06-13T00:00:00.000Z,0,1.405346210958669E-5
2021-06-07T00:00:00.000Z,0,
2021-06-06T00:00:00.000Z,0,2.680313446035143E-5
2021-06-09T00:00:00.000Z,0,2.9441977858368773E-5
2021-06-12T00:00:00.000Z,0,3.574359470803756E-5
2020-08-31T00:00:00.000Z,0,2.7604859496932477E-5
2020-08-30T00:00:00.000Z,0,2.172927815990988E-5
2020-09-02T00:00:00.000Z,0,
2020-09-05T00:00:00.000Z,0,3.0556691854144447E-5
2020-09-01T00:00:00.000Z,0,2.1298794308677316E-5
2020-09-06T00:00:00.000Z,0,2.4966346245491877E-5
2020-09-04T00:00:00.000Z,0,1.753235119394958E-5
2020-09-03T00:00:00.000Z,0,1.8634724256116897E-5
2020-11-15T00:00:00.000Z,0,
2020-11-16T00:00:00.000Z,0,1.4408633433049545E-5
2020-11-14T00:00:00.000Z,0,
2020-11-12T00:00:00.000Z,0,
2020-11-11T00:00:00.000Z,0,1.5150052604440134E-5
2020-11-13T00:00:00.000Z,0,
2020-11-10T00:00:00.000Z,0,2.8063257559551857E-5
2020-11-17T00:00:00.000Z,0,3.322369229863398E-5
2020-12-20T00:00:00.000Z,0,4.667912253353279E-5
2020-12-26T00:00:00.000Z,0,
2020-12-24T00:00:00.000Z,0,
2020-12-22T00:00:00.000Z,0,4.6867171477060765E-5
2020-12-25T00:00:00.000Z,0,
2020-12-23T00:00:00.000Z,0,
2020-12-27T00:00:00.000Z,0,
2020-12-21T00:00:00.000Z,0,
2020-06-07T00:00:00.000Z,0,
2020-06-10T00:00:00.000Z,0,3.475910489214584E-5
2020-06-09T00:00:00.000Z,0,5.8917632486554794E-5
2020-06-04T00:00:00.000Z,0,3.1965419111656956E-5
2020-06-06T00:00:00.000Z,0,
2020-06-05T00:00:00.000Z,0,1.3972688066132832E-5
2020-06-08T00:00:00.000Z,0,3.612398450059118E-5
2020-06-03T00:00:00.000Z,0,7.411837898985141E-6
2020-06-01T00:00:00.000Z,0,
2020-06-02T00:00:00.000Z,0,
2020-05-31T00:00:00.000Z,0,
2020-07-09T00:00:00.000Z,0,8.052313205553219E-5
2020-07-05T00:00:00.000Z,0,4.623926997737726E-6
2020-07-06T00:00:00.000Z,0,
2020-07-10T00:00:00.000Z,0,4.7311277739936486E-5
2020-07-07T00:00:00.000Z,0,1.38082327794109E-5
2020-07-11T00:00:00.000Z,0,3.778378959395923E-5
2020-07-12T00:00:00.000Z,0,2.4976205168059096E-5
2020-07-08T00:00:00.000Z,0,1.1413170796004124E-5
2020-08-02T00:00:00.000Z,0,3.613352237152867E-5
2020-08-05T00:00:00.000Z,0,6.590123848582152E-5
2020-08-01T00:00:00.000Z,0,
2020-07-29T00:00:00.000Z,0,9.843027874012478E-5
2020-07-31T00:00:00.000Z,0,1.6929718185565434E-5
2020-08-03T00:00:00.000Z,0,4.1814633732428774E-5
2020-07-30T00:00:00.000Z,0,1.5894365787971765E-5
2020-08-04T00:00:00.000Z,0,
2020-11-19T00:00:00.000Z,0,2.5831815946730785E-5
2020-11-18T00:00:00.000Z,0,2.5054569050553255E-5
2020-11-20T00:00:00.000Z,0,
2020-11-21T00:00:00.000Z,0,
2020-11-22T00:00:00.000Z,0,
2020-11-25T00:00:00.000Z,0,
2020-11-24T00:00:00.000Z,0,1.0533689783187583E-4
2020-11-23T00:00:00.000Z,0,6.0526719607878476E-5
